ALN     ,    ALANDI           ,  http://indiarailinfo.com/arrivals/alandi-aln/2390
KDM     ,    KESAMUDRAM       ,  http://indiarailinfo.com/arrivals/kesamudram-kdm/811
CI      ,    CHHAPRA KACHERI  ,  http://indiarailinfo.com/arrivals/chhapra-kacheri-ci/702
PRI     ,    PATHRI           ,  NULL
DRH     ,    DHARHARA         ,  http://indiarailinfo.com/arrivals/dharhara-drh/1844
WZJ     ,    WAZERGANJ        ,  http://indiarailinfo.com/arrivals/wazerganj-wzj/1852
DPA     ,    DURGAPURA        ,  http://indiarailinfo.com/arrivals/durgapura-dpa/964
DBL     ,    DODBELE          ,  http://indiarailinfo.com/arrivals/dodbele-dbl/3122
JDB     ,    JAGDALPUR        ,  http://indiarailinfo.com/arrivals/jagdalpur-jdb/2006
NRPA    ,    NARAYNPUR ANANT  ,  NULL
NAD     ,    NAGDA JN         ,  NULL
BLMR    ,    BHALUKMARA       ,  http://indiarailinfo.com/arrivals/bhalukmara-blmr/3099
MPJ     ,    MADANPUR         ,  http://indiarailinfo.com/arrivals/madanpur-mpj/3261
MMM     ,    MANDAPAM         ,  http://indiarailinfo.com/arrivals/mandapam-mmm/1508
WRS     ,    WARIS ALEGANJ    ,  http://indiarailinfo.com/arrivals/waris-aleganj-wrs/1849
AMRO    ,    AMROHA           ,  http://indiarailinfo.com/arrivals/amroha-amro/346
MYL     ,    MALLIYALA        ,  http://indiarailinfo.com/arrivals/malliyala-myl/3300
VPZ     ,    VAILAPUZHA       ,  http://indiarailinfo.com/arrivals/vallapuzha-vpz/6568
JPV     ,    JMTRA PARASWARA  ,  http://indiarailinfo.com/arrivals/jamtara-paraswara-jpv/3729
DOH     ,    DHODRA MOHAR     ,  http://indiarailinfo.com/arrivals/dhodramohar-doh/3424
BRND    ,    BORIDAND         ,  NULL
SNL     ,    SANAHWAL         ,  NULL
BYHA    ,    BARYA RAM        ,  http://indiarailinfo.com/arrivals/barya-ram-byha/2212
BAI     ,    BASSI            ,  http://indiarailinfo.com/arrivals/bassi-bai/2145
KCA     ,    KUCHMAN          ,  http://indiarailinfo.com/arrivals/kuchman-kca/617
GTF     ,    GUMTHAL          ,  http://indiarailinfo.com/arrivals/gumthal-gtf/4898
TAT     ,    TUMMANAMGUTTA    ,  http://indiarailinfo.com/arrivals/tummanamgutta-tat/6092
BJR     ,    BARRAJPUR        ,  http://indiarailinfo.com/arrivals/barrajpur-bjr/2186
UGWE    ,    UGWE             ,  http://indiarailinfo.com/arrivals/ugwe-ugwe/5881
